10410,-30.577501
10421,-26.865000
10432,-23.152500
10443,-19.440001
10454,-15.727500
10465,-12.015000
10476,-8.302500
10487,-4.590000
10498,-0.877500
10509,0.000000
10520,0.000000
10531,0.000000
10542,0.000000
10553,0.000000
10564,0.000000
10575,0.000000
10586,0.000000
10597,0.000000
10608,0.000000
10619,0.000000
10630,0.000000
10641,0.000000
10652,0.000000
10663,0.000000
10674,0.000000
10685,0.000000
10696,0.000000
10707,0.000000
10718,0.000000
10729,0.000000
10740,0.000000
10751,0.000000
10762,0.000000
10773,0.000000
10784,0.000000
10795,0.000000
10806,0.000000
10817,0.000000
10828,0.000000
10839,0.000000
10850,0.000000
10861,0.000000
10872,0.000000
10883,0.000000
10894,0.000000
10905,0.000000
10916,0.000000
10927,0.000000
10938,0.000000
10949,0.000000
10960,0.000000
10971,0.000000
10982,0.000000
10993,0.000000
11004,0.000000
11015,0.000000
11026,0.000000
11037,0.000000
11048,0.000000
11059,0.000000
11070,0.000000
11081,0.000000
11092,0.000000
11103,0.000000
11114,0.000000
11125,0.000000
11136,0.000000
11147,0.000000
11158,0.000000
11169,0.000000
11180,0.000000
11191,0.000000
11202,0.000000
11213,0.000000
11224,0.000000
11235,0.000000
11246,0.000000
11257,0.000000
11268,0.000000
11279,0.000000
11290,0.000000
11301,0.000000
11312,0.000000
11323,0.000000
11334,0.000000
11345,0.000000
11356,0.000000
11367,0.000000
11378,0.000000
11389,0.000000
11400,0.000000
11412,0.000000
11423,0.000000
11434,0.000000
11445,0.000000
11456,0.000000
11468,0.000000
11479,0.000000
11490,0.000000
11501,0.000000
11514,0.000000
11525,0.000000
11536,0.000000
11547,0.000000
11558,0.000000
11569,0.000000
11580,0.000000
11591,0.000000
11602,0.000000
11615,0.000000
11626,0.000000
11637,0.000000
11648,0.000000
11659,0.000000
11670,0.000000
11681,0.000000
11692,0.000000
11703,0.000000
11714,0.000000
11725,0.000000
11736,0.000000
11747,0.000000
11758,0.000000
11769,0.000000
11780,0.000000
11791,0.000000
11802,0.000000
11813,0.000000
11826,0.000000
11840,0.000000
11851,0.000000
11862,0.000000
11873,0.000000
11884,0.000000
11895,0.000000
11906,0.000000
11944,0.000000
11955,0.000000
11966,0.000000
11977,0.000000
11988,0.000000
11999,0.000000
12010,0.000000
12024,0.000000
